event_id,time_to_tca,mission_id,risk,max_risk_estimate,max_risk_scaling,miss_distance,relative_speed,relative_position_r,relative_position_t,relative_position_n,relative_velocity_r,relative_velocity_t,relative_velocity_n,t_time_lastob_start,t_time_lastob_end,t_recommended_od_span,t_actual_od_span,t_obs_available,t_obs_used,t_residuals_accepted,t_weighted_rms,t_rcs_estimate,t_cd_area_over_mass,t_cr_area_over_mass,t_sedr,t_j2k_sma,t_j2k_ecc,t_j2k_inc,t_ct_r,t_cn_r,t_cn_t,t_crdot_r,t_crdot_t,t_crdot_n,t_ctdot_r,t_ctdot_t,t_ctdot_n,t_ctdot_rdot,t_cndot_r,t_cndot_t,t_cndot_n,t_cndot_rdot,t_cndot_tdot,c_object_type,c_time_lastob_start,c_time_lastob_end,c_recommended_od_span,c_actual_od_span,c_obs_available,c_obs_used,c_residuals_accepted,c_weighted_rms,c_rcs_estimate,c_cd_area_over_mass,c_cr_area_over_mass,c_sedr,c_j2k_sma,c_j2k_ecc,c_j2k_inc,c_ct_r,c_cn_r,c_cn_t,c_crdot_r,c_crdot_t,c_crdot_n,c_ctdot_r,c_ctdot_t,c_ctdot_n,c_ctdot_rdot,c_cndot_r,c_cndot_t,c_cndot_n,c_cndot_rdot,c_cndot_tdot,t_span,c_span,t_h_apo,t_h_per,c_h_apo,c_h_per,geocentric_latitude,azimuth,elevation,mahalanobis_distance,t_position_covariance_det,c_position_covariance_det,t_sigma_r,c_sigma_r,t_sigma_t,c_sigma_t,t_sigma_n,c_sigma_n,t_sigma_rdot,c_sigma_rdot,t_sigma_tdot,c_sigma_tdot,t_sigma_ndot,c_sigma_ndot,F10,F3M,SSN,AP
27,2.367778773148148,1,-30.0,-4.923723744595782,107.47492929808183,4195.0,6371.0,392.5,-3797.3,1740.7,-14.4,-2655.8,-5792.0,1.0,0.0,3.85,3.85,440,439,99.2,1.445,4.3078,0.00479149,0.00388917,5.69982e-06,7062.0362253172425,0.0028778746532860198,98.2916661158939,0.04303410686253248,0.1033062122259374,0.07226067514437165,-0.0002401446381687629,-0.9957624259010436,-0.060128331830665176,-0.9987460198784828,-0.0897188511352229,-0.10550982955762926,0.048003297817441684,0.15158300928677765,-0.11237550929357673,0.11396708852808092,0.11123673803782584,-0.14692453826801274,UNKNOWN,180.00000000000003,2.0,26.98,26.98,27.0,27.0,99.1,2.76,,0.06344757,0.02932187,4.5356000000000004e-05,7165.7630884384,0.0118342745421369,98.57557495132481,0.12960329708677298,0.6139443274220515,-0.06930871961900867,-0.1611672722614881,-0.9980727008668872,0.030259877111328326,-0.9993208404523036,-0.16563491478844086,-0.6110975702680282,0.19721444681397565,0.6191203813477955,-0.04398942516302827,0.9929701822114496,0.00636609427598476,-0.6169648633493725,21.0,2.0,704.2228803706703,663.5755702638135,872.4276961308916,702.8244807459088,-80.77334027284222,-65.36717098536435,0.1294847113042972,30.86453671032911,2936.5888286798945,3398053332571.7275,1.301510834851416,43.88480012811201,34.65137359698386,489.4079985392658,1.2119909341540145,111.69694569757222,0.03526755589562991,0.5085192940297202,0.001369621729714544,0.04634573603940475,0.003422757195223114,0.3997427175072624,71.0,71.0,0.0,3.0
27,1.9961236226851853,1,-30.0,-4.934420285271552,110.34599252557713,4274.0,6371.0,394.0,-3869.7,1773.4,-14.3,-2655.8,-5792.0,1.0,0.0,3.84,3.84,439,438,99.4,1.389,4.3078,0.00742253,0.00388917,8.83447e-06,7062.0359067581,0.00287771326488548,98.29165783128401,0.03784244783886399,0.14505206734698098,0.0686568709933909,0.0075025168420285405,-0.99507291872293,-0.05768384648813508,-0.9985296406840241,-0.08701400910013926,-0.14754213435636082,0.04309487509405741,0.16175780902172138,-0.04746605856304864,0.1304481842529942,0.04743632729535726,-0.16012494232783714,UNKNOWN,180.00000000000003,2.0,26.98,26.98,27.0,27.0,99.1,2.76,,0.06344757,0.02932187,4.5356000000000004e-05,7165.763085384079,0.0118342766063351,98.57557496536872,0.12992071186491494,0.6139491065691624,-0.06942503955294868,-0.16153385784040844,-0.998067653611444,0.030325183903062637,-0.9993230720534364,-0.16589069504739729,-0.6110989545704802,0.1975191364764204,0.6191246346075556,-0.044058800908770686,0.9929699239261216,0.00638549285859459,-0.6169662644050555,21.0,2.0,704.2214211640758,663.5763923521254,872.4277078319801,702.8244629361789,-80.77351327664539,-65.36717098536435,0.12858551495007467,31.673633788399318,1760.8018610781735,3387911133044.7363,1.2293667295654866,43.88471862019409,29.78679783392011,488.75027051577683,1.1613600088775746,111.69461940496328,0.030154421702779363,0.5078193905858293,0.0012915248423426664,0.0463458261456042,0.0033105409345337506,0.3997434464451456,69.0,71.0,0.0,4.0
27,1.7085541782407407,1,-30.0,-4.935542010773082,110.71388785129076,4275.0,6371.0,394.8,-3869.8,1774.8,-14.3,-2655.8,-5792.0,1.0,0.0,3.83,3.83,436,435,99.4,1.39,4.3078,0.00813724,0.00388917,9.70454e-06,7062.035840820859,0.00287761172050505,98.29167003518093,0.21540727537798893,0.16720676291219785,0.06661322409996967,-0.1684695624618284,-0.9933994842767944,-0.05468615791670037,-0.9987854077760582,-0.2576390093930797,-0.16802076574332558,0.2127758412394446,0.1951303686050517,-0.011599401805361757,0.2058342333236778,0.01040457383911757,-0.19411789914652147,UNKNOWN,180.00000000000003,2.0,26.98,26.98,27.0,27.0,99.1,2.76,,0.06344757,0.02932187,4.5356000000000004e-05,7165.76308886422,0.0118342764829103,98.5755749662295,0.12999163398967384,0.6139504300449394,-0.06944590757042021,-0.1616140675564619,-0.99806674696913,0.03033682178018036,-0.9993237005858996,-0.16594470196414768,-0.6110992124081653,0.19758228524695048,0.6191257385277739,-0.044071181499407884,0.9929699258612144,0.006388803245392587,-0.6169664402741448,21.0,2.0,704.2206379270336,663.5770437146866,872.4277104688717,702.8244672595682,-80.77350383584805,-65.36717098536435,0.12858551495007467,31.98545292424557,1306.5038252349084,3386073245271.8096,1.259783858382179,43.88465372688543,25.6412740161944,488.63183369204484,1.162822857076309,111.69461124057732,0.02575263225250514,0.5076930321954183,0.0013328460075108788,0.04634581811956425,0.003377228180365283,0.39974344948992097,69.0,71.0,0.0,4.0
27,1.2819685185185186,1,-30.0,-4.936291440608582,110.72675380332274,4291.0,6371.0,394.3,-3884.7,1780.8,-14.3,-2655.8,-5792.0,1.0,0.0,3.85,3.85,433,432,99.4,1.3659999999999999,4.3078,0.00905904,0.00388917,1.07764e-05,7062.03571418093,0.0028776914017329697,98.29167341972759,0.030794007385966982,0.12462580575925453,0.09253178648661836,0.017666945932172058,-0.9913703455801276,-0.07670662463170581,-0.9984587664757384,-0.07669454187684074,-0.12694495135271905,0.030726698529204267,0.21516765310794472,0.0059406493409929215,0.15300199827288108,-0.01140951170656725,-0.2170392825580915,UNKNOWN,180.00000000000003,2.0,26.98,26.98,27.0,27.0,99.1,2.76,,0.06344757,0.02932187,4.5356000000000004e-05,7165.7629732369705,0.011834274410913,98.57557495130301,0.12924552039450654,0.6139273495563814,-0.06929767450934589,-0.16079971643206895,-0.9980730194148568,0.03025246228618086,-0.9993129917780998,-0.1654764066159499,-0.6110946711455549,0.19704936546919244,0.6191063197434931,-0.043983391723849935,0.992969847308532,0.006363801574465462,-0.6169632995373134,21.0,2.0,704.2210736343602,663.5763547275002,872.4275786258167,702.8243678481249,-80.77353866567721,-65.36717098536435,0.12858551495007467,32.21208086421698,843.338481154148,3399499278142.0044,1.1770433363026829,43.88576408954229,21.926316743126787,489.4521311240947,1.1391783967490914,111.69423084346478,0.021894797562175404,0.5085681240681331,0.0012362112243469805,0.04634595326563259,0.003289593617258141,0.3997435664682797,69.0,71.0,0.0,4.0
27,0.9048501736111112,1,-30.0,-4.929592678259882,231.88808024234075,4269.0,6372.0,372.7,-3866.9,1770.5,-14.2,-2656.0,-5792.2,1.0,0.0,3.77,3.77,446,445,99.5,1.357,4.3078,0.00995363,0.02704856,1.1834e-05,7062.035705105959,0.00287786486411153,98.2916669767972,0.5634228491276614,0.013241890597968679,-0.16107323537597554,-0.5183608169691949,-0.9937804650098128,0.16245192191902727,-0.999242171774438,-0.5825760261757662,-0.010413878608955285,0.5406947210444049,0.1504321963467681,-0.003084682252916045,0.14723994687753028,0.0008167659633151398,-0.1502551114867768,UNKNOWN,1.0,0.0,24.55,24.55,24.0,24.0,100.0,2.678,,0.059542700000000004,0.04800791,4.323060000000001e-05,7165.76298928249,0.0118356577219689,98.57621946730008,-0.1287039677870314,0.8724332871804336,0.1947979874495909,0.22143435874511674,-0.9891190728012368,-0.1062411384710338,-0.9999107483720264,0.11640649767302458,-0.8762198084272294,-0.2089961456432918,0.7629544406635795,0.4602148019629193,0.8917988809132336,-0.3584478265560486,-0.7691803569798352,21.0,2.0,704.2222895307841,663.5751206811337,872.4375073403908,702.8144712245894,-80.77305001833388,-65.36628585646338,0.1276810051885004,67.63015775470107,2139.557228944754,26482172290.29853,1.4054562060273952,41.7511137444362,34.62452196818304,229.1709631936609,1.1753347748017582,45.35776020856608,0.02880846422659358,0.19623972859366348,0.0014862496140521215,0.043641987243619534,0.0030777698907806426,0.2049994195689895,69.0,71.0,0.0,8.0
27,0.5911927662037038,1,-30.0,-4.931814138253839,233.31608646535344,4276.0,6372.0,373.5,-3872.6,1776.4,-14.2,-2656.0,-5792.2,1.0,0.0,3.82,3.82,440,439,99.5,1.368,4.3078,0.0099334,0.04420229,1.18067e-05,7062.03573684994,0.0028777507738065107,98.2916825612545,0.5677172915000742,-0.033154625240748734,-0.20337336562651007,-0.5423909704199618,-0.9945792610236224,0.19506478845659614,-0.9995182666279776,-0.5796106285560589,0.03369104311497223,0.5568474400222829,0.045763768705964235,-0.1728073029114202,0.2054722828961044,0.15832408863519984,-0.0460339127746872,UNKNOWN,1.0,0.0,24.55,24.55,24.0,24.0,100.0,2.678,,0.059542700000000004,0.04800791,4.323060000000001e-05,7165.76303552331,0.0118356587893684,98.57621947432408,-0.12846337423585752,0.8724245552847752,0.19504519316875765,0.22113273409666934,-0.9891410062346832,-0.10657018931820653,-0.9999111252429568,0.11615691612377994,-0.8762159402394999,-0.2086912124707505,0.7629199443068915,0.4605722773824082,0.8917987419682384,-0.3589412814881363,-0.7691658919086238,21.0,2.0,704.2215156563087,663.5759580435715,872.437561777233,702.8145092693868,-80.77304576005602,-65.36628585646338,0.1276810051885004,71.40295127877499,1706.8390589755747,26488929958.23088,1.3509473408171986,41.74958969215015,31.899580869644822,229.20292893472873,1.1956484591418626,45.35765992401912,0.025964461400250285,0.1962520181552644,0.0014304454521373332,0.04364134519812078,0.0032390629205291768,0.20499938153623776,69.0,71.0,0.0,8.0
27,0.2813432175925926,1,-30.0,-4.933674074637962,234.66828091068803,4286.0,6372.0,373.2,-3881.4,1780.7,-14.2,-2656.0,-5792.2,1.0,0.0,3.84,3.84,438,437,99.5,1.385,4.2991,0.01016614,0.06520356,1.21223e-05,7062.03575054279,0.00287780447558983,98.29168253852801,0.4453146841656537,-0.01744397945904884,-0.15110906616025993,-0.4193905657399689,-0.9949577700232604,0.13974891574485754,-0.9996535511844964,-0.4535865729520162,0.015478295008455063,0.4298728720384651,0.0745745756392666,-0.19615622167680166,0.13095495695204465,0.1818483488084928,-0.075474658389316,UNKNOWN,1.0,0.0,24.55,24.55,24.0,24.0,100.0,2.678,,0.059542700000000004,0.04800791,4.323060000000001e-05,7165.76306245864,0.0118356595797216,98.57621948057779,-0.12825248032488296,0.8724192001386897,0.1952549830830933,0.2208716495753784,-0.9891596554671412,-0.10685000918165416,-0.9999113519717135,0.1159412119411042,-0.8762137467658102,-0.20842889299381204,0.7628990797959875,0.4608752290061232,0.8917983807041837,-0.3593600136160647,-0.7691578761604018,21.0,2.0,704.2219086324785,663.5755924531031,872.4375946948439,702.8145302224367,-80.77306502763902,-65.36628585646338,0.1276810051885004,75.50825554032691,1547.3457486134669,26495326271.43386,1.2751701400031918,41.74867691755644,28.852263441266107,229.23076208129882,1.2098924580715924,45.35753957727624,0.022951342346955856,0.19626330801901104,0.0013457367637487278,0.04364099629054039,0.0033361911942621485,0.204999355497452,69.0,71.0,0.0,8.0
28,6.751293784722222,19,-15.140861702705472,-5.696803942579511,26.00486814979897,1033.0,5344.0,-70.1,960.5,-373.8,-24.9,-1935.0,-4981.3,1.0,0.0,6.6,6.6,245,243,99.3,1.032,0.4452,0.013429,0.013559,1.3119200000000001e-05,7082.21005150783,0.0041258446945542215,98.19811536440659,0.4406986204917176,0.2598943886197446,0.2996915184161778,-0.3430430601575451,-0.9839448387557536,-0.2538869113559482,-0.9993756431187659,-0.4695786938847783,-0.264339126612885,0.37498236003553537,-0.3700381178172105,-0.3900643926567524,0.2655211779636631,0.3157901760862952,0.3734168009115157,PAYLOAD,1.0,0.0,7.35,7.35,196.0,194.0,98.4,1.238,0.1334,0.019455,0.003068,2.6101799999999998e-05,7037.573598676129,0.0110960792246513,97.7698498507403,-0.2673024625939752,-0.355291620789892,0.1883376476386071,0.18788101045024647,-0.9940641210598647,-0.13151253594007067,-0.9989870524092732,0.2239441630681623,0.35258281614958503,-0.1435320772318085,0.22286395669588804,0.05277931394583975,0.3652210429789892,-0.049969595081342966,-0.22625347192849626,1.5,2.0,733.2931502745622,674.8529527410983,737.5260728763542,581.3471244759048,-81.34339669559117,-68.77120071902455,0.26696736556900164,7.250137276889716,6540720.907386705,110418692.02388038,4.5060470481343184,12.813972842175062,148.2730926365266,141.4398812216696,4.520353968440967,6.471587904061877,0.1384410704957167,0.1444561525169489,0.0047690596557392745,0.013457666959766836,0.009373416132872795,0.0064603181036230715,78.0,76.0,25.0,2.0
28,6.54531011574074,19,-13.01179789974122,-5.746177561291928,20.78309668531569,880.0,5344.0,-63.7,818.7,-318.5,-24.8,-1935.0,-4981.3,1.0,0.0,6.82,6.82,245,243,99.3,1.032,0.4452,0.013612,0.015593000000000001,1.32748e-05,7082.210029003842,0.0041259651483723705,98.19813395457459,0.4478456484984419,0.3050927750666157,0.4139693782830269,-0.3588734292865947,-0.98674372317258,-0.3893266718725693,-0.9993814700459476,-0.4767340671479149,-0.3145799482868372,0.39051121050213294,-0.35706400227927576,-0.3525592425299125,0.1999165008310028,0.27329369077431626,0.3584254174981639,PAYLOAD,1.0,0.0,7.42,7.42,196.0,194.0,98.4,1.217,0.1334,0.018826,0.005902,2.4938e-05,7037.573800697121,0.0110972883366857,97.76986067428699,-0.06475904570892628,-0.2950221691025852,0.01563182058020074,0.03638950303203948,-0.9990740175462928,0.007132820702492286,-0.9902503215618842,-0.07468734033865616,0.29586329227480995,0.1031300695175942,0.2443222307472949,0.013010079911371814,0.3838702466401653,-0.009856133456124265,-0.2437964604971862,1.5,2.0,733.2939807569638,674.8520772507181,737.534786354162,581.3388150400797,-81.34357440724983,-68.77120071902455,0.2658952228990282,7.0307618528681175,5598495.178048473,358810559.76699996,4.477868912775362,10.30062134048233,152.3922898312116,309.51337612452227,4.307030299405843,6.231303234476718,0.14069282142312733,0.327389828797414,0.004743526114611366,0.010931459188964664,0.00900088051248321,0.00635670748107855,78.0,76.0,30.0,3.0
28,6.126282141203704,19,-13.11081038795293,-5.735182176990462,21.044961810927454,932.0,5344.0,-64.2,867.4,-336.0,-24.9,-1935.0,-4981.3,1.0,0.0,6.39,6.39,245,243,99.1,0.9990000000000001,0.4452,0.013607,0.008999,1.30051e-05,7082.209910344559,0.00412564386188363,98.1981383598743,0.19447569568348064,0.29794857351741977,0.32238224029711543,-0.08901629985075894,-0.9850031771148381,-0.2719964446555567,-0.9991196779606624,-0.2321706029218529,-0.3058597800441641,0.12925138325182586,-0.2527274743727327,-0.3137239494496254,0.17352865406332565,0.23430830986010265,0.2563115502174136,PAYLOAD,1.0,0.0,7.16,7.16,202.0,200.0,97.3,1.213,0.1334,0.018884,0.004748,2.45009e-05,7037.5735132418295,0.0110969369883523,97.7698393603444,-0.1133631391181696,-0.338501347618468,0.008772344275856206,0.08453690529812279,-0.9990700348895166,0.015139756957210529,-0.9897805807746064,-0.029257878856264567,0.3424610883717951,0.05835489608538472,0.3019636838235403,-0.005932376673687889,0.30528646683074434,0.004689958496034214,-0.3013401777695275,1.5,2.0,733.2915861897427,674.8542344993748,737.5320230691715,581.3410034144881,-81.34351212320108,-68.77120071902455,0.26696736556900164,7.043839937273856,3799322.475271846,381210451.4561175,3.8019902682673976,10.230943260520997,141.45935812098116,311.0090673919331,4.034761455154444,6.5666863789890275,0.13155170086319676,0.3284347728240723,0.003985085946375561,0.010790055606900271,0.007739873383977286,0.006416191237798325,78.0,76.0,30.0,3.0
28,5.8417218981481485,19,-24.32984695480782,-5.60519822283729,48.02730022016484,814.0,5344.0,-65.7,757.0,-292.6,-24.8,-1935.0,-4981.3,1.0,0.0,6.53,6.53,247,245,99.3,1.0170000000000001,0.4452,0.013863999999999998,2.2e-05,1.32382e-05,7082.2098675483985,0.004125415293375,98.1981313799045,0.04867161243024702,0.1290150758444884,0.07745571376742648,-0.018452458063030686,-0.9986688274540092,-0.08294602258276396,-0.9990969868380312,-0.09079186876638004,-0.13321022987168735,0.06076530065826151,0.05064464461956267,0.01667443588524492,0.5273430960020069,-0.020704382489368758,-0.05201955948251402,PAYLOAD,1.0,0.0,7.41,7.41,198.0,197.0,97.2,1.208,0.1334,0.01865,0.004737,2.4060599999999998e-05,7037.57353550352,0.0110969033727854,97.76984013671459,0.008746778586176309,-0.3513180809115104,0.040321826879698416,-0.10148622476413977,-0.9905150029535316,0.03832479210995516,-0.9990362312994168,-0.052096705637278216,0.3520843753202141,0.14497637932598367,0.22543022805911056,0.036905081742995234,0.3516192690558642,-0.03051259027454086,-0.2249216075360332,1.5,2.0,733.2899244468747,674.8558106499248,737.5318090058754,581.3412620011668,-81.34366654301212,-68.77120071902455,0.2658952228990282,9.805287716950378,997385.2827080828,24331852.80104533,3.0843693034395216,8.860593095273025,89.05202973543051,91.67179500806124,3.680487739417155,6.493487506725487,0.0931427560253614,0.09520007878147999,0.00324437359131158,0.009423745539858345,0.006770800543510346,0.006220935620949633,78.0,76.0,30.0,3.0
28,5.378874814814815,19,-20.680477550934548,-5.534914712442566,39.594715531271305,557.0,5344.0,-68.3,515.7,-199.8,-24.5,-1935.0,-4981.3,1.0,0.0,6.55,6.55,248,247,99.2,1.026,0.4452,0.015078,2.2e-05,1.4289500000000001e-05,7082.209753876329,0.00412545120481555,98.1981312433836,-0.041374277277347785,0.11071375277548423,0.04684088196451334,0.07515066754343873,-0.9984679863387662,-0.0509922363202789,-0.9991540354776508,0.0005569525278271665,-0.11381433746939815,-0.03425082896836059,0.05423431172898925,-0.005900479637017638,0.5434180485656965,0.0012498594780659,-0.05496109029175576,PAYLOAD,1.0,0.0,7.1,7.1,192.0,192.0,97.3,1.232,0.1334,0.018274000000000002,0.0018739999999999998,2.30451e-05,7037.573941346651,0.0110961117012429,97.7698250803837,0.21625930485905925,-0.3142170571227535,-0.08127630477372251,-0.2979398630382201,-0.9918672254708126,0.14993517423880726,-0.9991618145196434,-0.2555647330810786,0.3172589265303864,0.3366903394268764,0.1851059983435688,-0.0078799893888454,0.3600526758740349,0.018269169421784824,-0.1811485311227657,1.5,2.0,733.2900646382141,674.8554431144439,737.5266479055899,581.3472347877123,-81.34400618405293,-68.77120071902455,0.26267879377484943,8.963233766031385,871505.8318743478,28911453.02207396,3.065085153792632,9.506286341153416,83.99284493336324,93.50479666840626,3.6566514736846334,6.52692883368587,0.08796678350377488,0.0992736772765067,0.0032112956886590186,0.010195204755177798,0.006729069772264216,0.006323433402827929,78.0,76.0,36.0,14.0
28,5.188029606481481,19,-17.170696227168975,-5.639406586434751,31.030191397831587,648.0,5344.0,-69.3,600.7,-234.5,-24.6,-1935.0,-4981.3,1.0,0.0,6.19,6.19,250,249,99.1,1.004,0.4452,0.015469,0.0018440000000000002,1.45781e-05,7082.20937329505,0.00412541580955368,98.1981396463788,0.017586866312178002,0.27236631554405777,0.1641446713161351,0.0554691292028212,-0.9922274506505204,-0.11975516360212785,-0.995990014450693,-0.1029634260906277,-0.27883488550248753,0.03213438516673255,-0.16576281895603825,-0.16037225655833098,0.2426999245372909,0.10312448957015752,0.1682566551248742,PAYLOAD,1.0,0.0,7.23,7.23,195.0,195.0,97.3,1.228,0.1334,0.018268,0.001213,2.30563e-05,7037.57333892766,0.0110958552034169,97.7698170774699,0.13026530550948734,-0.2971796067563222,-0.04207195129184106,-0.2066557180444228,-0.9930912624814408,0.10487956962469644,-0.9989512668571162,-0.17507729506170486,0.2997884367207342,0.2511611117210744,0.19926982785874045,-0.006522189893114357,0.35286216471557924,0.014977298660561043,-0.19581322381243005,1.5,2.0,733.2894318102099,674.8553147798892,737.5242336798282,581.3484441754917,-81.34389322522459,-68.77120071902455,0.2637509370012013,8.467948991691848,4724352.335408262,33041026.722288795,3.3705518835941386,9.408497223255157,173.1697433156266,100.66116430878395,3.9250388533108813,6.411231550958053,0.17493487359586138,0.10595201744185903,0.003507737162331294,0.010057454946456384,0.007310354300579419,0.006284091024165707,78.0,76.0,36.0,14.0
28,4.806663877314816,19,-21.205024255948867,-5.581036169296377,40.73317549256257,674.0,5344.0,-68.5,625.7,-241.7,-24.6,-1935.0,-4981.3,1.0,0.0,6.46,6.46,218,216,99.0,1.0190000000000001,0.4452,0.015055,0.0037770000000000004,1.4218699999999993e-05,7082.20941146385,0.00412539304797758,98.19814334544901,0.22556568501596,0.29274580120055793,0.2437516523513182,-0.14509805747839907,-0.9850878800654178,-0.1859353665364724,-0.9989264288168721,-0.2660448442282207,-0.2955024456111018,0.18881087093442955,-0.040232521476030604,-0.2621567736999716,0.2564708185646797,0.19364345882422768,0.04247023187743863,PAYLOAD,1.0,0.0,7.41,7.41,190.0,190.0,97.2,1.2429999999999999,0.1334,0.018068,0.0016760000000000002,2.2746e-05,7037.573327368821,0.0110959837906091,97.7698236962092,-0.04938404311921129,-0.21530656981863666,0.04215144583717439,-0.02282175438998517,-0.9929956117353248,0.016317600025506692,-0.9988678097202492,0.002325350411719856,0.21656398450455,0.07027058126748105,0.21004540599145166,0.047862289676804164,0.4033062464453474,-0.0338184737224536,-0.21040027061053893,1.5,2.0,733.2893089342251,674.855513993476,737.5251269345282,581.3475278031146,-81.34384684002664,-68.77120071902455,0.2637509370012013,9.043002618791464,1601354.176655511,24187912.83888087,3.148340991697056,8.624781736368753,111.62226480411512,94.82054102355671,3.937829351305107,6.168972361747134,0.10528926820906298,0.09763461476341267,0.0033142827278311677,0.009139512021984543,0.007334846965002066,0.0064259147208782655,78.0,76.0,36.0,14.0
28,4.458099270833333,19,-16.257039329785847,-5.609241471261283,28.921402893518767,567.0,5344.0,-66.0,525.4,-204.0,-24.5,-1935.0,-4981.3,1.0,0.0,6.55,6.55,215,213,99.0,1.022,0.4452,0.014933000000000004,0.000987,1.41016e-05,7082.20962799855,0.0041252972168891,98.19814348904421,0.22954372151219274,0.2769039133009505,0.2473170228941008,-0.15035807000950305,-0.9840568102695672,-0.1920394528419348,-0.9992820230189908,-0.2615792985619227,-0.2791633003640966,0.18544394002924064,-0.006891003393656989,-0.29793682019196216,0.2797194323399897,0.237200043340956,0.010014334472326495,PAYLOAD,1.0,0.0,7.28,7.28,190.0,190.0,97.4,1.26,0.1334,0.017815,0.002374,2.23729e-05,7037.573798438041,0.0110963046643495,97.7698165794375,-0.11077004399511248,-0.20958716091668173,0.02070012388103596,0.0787730220458393,-0.9983831780850893,0.008706567149588548,-0.9936362683057326,-0.0014005310997113815,0.2122583127286535,0.033828088588071764,0.2208763886290126,0.026349149776076514,0.4173837786789746,-0.020049451988912347,-0.2227240831411353,1.5,2.0,733.2888476663576,674.8564083307417,737.5278614033533,581.3457354727298,-81.34399027514452,-68.77120071902455,0.26267879377484943,7.986198174946447,1253156.2748473217,109203408.39128035,3.08607323309088,8.66774365103168,99.25898951732279,197.4772391947993,3.9852201946692976,6.282489156377431,0.08995355468240263,0.20762880339683126,0.003246667522244925,0.009133306082684407,0.007250944076463424,0.0064747926607730075,79.0,76.0,33.0,10.0
28,4.19710375,19,-17.2429837652687,-5.633763876281708,31.2238165019034,551.0,5344.0,-69.1,510.1,-199.3,-24.5,-1935.0,-4981.3,1.0,0.0,6.27,6.27,221,219,99.1,1.022,0.4452,0.015580000000000004,0.005229999999999999,1.4695599999999999e-05,7082.2092166784205,0.0041253843241289105,98.198146541431,0.006596903608590981,0.2617363956034174,0.1754596772495338,0.051533374416103415,-0.9911223789495114,-0.12639771367195976,-0.9963796863155008,-0.0847923206351372,-0.2664204365593766,0.029920498384898325,0.08192263780917143,-0.1989489233781156,0.2771734154043173,0.15634420421547535,-0.07764124518405112,PAYLOAD,1.0,0.0,7.09,7.09,193.0,193.0,97.4,1.263,0.1334,0.01753,0.0009289999999999999,2.1793899999999998e-05,7037.57333252955,0.0110957098385845,97.76980337723681,-0.24084684070885634,-0.18475404392901604,0.07521243069630351,0.20892428517558295,-0.9980418239177488,-0.04431334841406975,-0.9938654826321672,0.13272121968054387,0.18454133065494024,-0.09977466951788376,0.1895645067411688,0.0064880951021093715,0.3905532835963965,0.0005010378813338619,-0.19181902687703972,1.5,2.0,733.289051561107,674.8553817957345,737.5232041950577,581.3494608640412,-81.34401801717335,-68.77120071902455,0.26267879377484943,8.032576585868023,2115069.4632049096,85731477.08105318,2.945713835388631,8.405292380399388,133.57159129096277,184.00508145157292,3.8934098166003537,6.279579603763295,0.1315382834006891,0.19193816712681197,0.003072017089796214,0.008737610657382256,0.006628964474184486,0.00629736770404905,79.0,76.0,33.0,10.0
28,3.865425358796297,19,-19.818156412055224,-5.3334820194451185,38.05529129858428,478.0,5344.0,-67.9,441.1,-171.5,-24.4,-1935.0,-4981.3,1.0,0.0,6.46,6.46,221,219,98.8,0.9740000000000001,0.4452,0.016549,0.00078,1.5676e-05,7082.208970305252,0.004125190117049471,98.1981377591021,0.2270062408449087,0.18691551627961275,-0.011847670725574515,-0.1847052450574762,-0.9969730132601576,0.017855959092956956,-0.9993945705075976,-0.260126159203093,-0.1854931054183792,0.21844142640137465,0.2477249427930412,0.03209025540378625,0.5205380011981002,-0.027912821255393086,-0.2474488670782746,PAYLOAD,1.0,0.0,7.35,7.35,192.0,191.0,97.0,1.2109999999999999,0.1334,0.017408,0.001468,2.1837600000000002e-05,7037.573193585641,0.0110958391114847,97.76981582713181,-0.38844188237045496,-0.1837630082805031,0.1913941896261681,0.3438307458677797,-0.9942709068009572,-0.14309581120873835,-0.9989103659939612,0.3456250321653291,0.18061913933802426,-0.2997488329188989,0.17249862915344186,0.038554249767050255,0.3883052821272232,-0.028960223894709005,-0.17617340720061492,1.5,2.0,733.2874287564327,674.8565118540682,737.5239734769647,581.3484136943171,-81.3441097299404,-68.77120071902455,0.2616066503645396,9.655472843981476,254194.59031318032,13708688.39513174,2.6026889940982194,7.804535860638992,53.29273871739,88.78316281818304,3.805430330461984,5.951726640228027,0.05490935257312728,0.08839756218358061,0.002751207007842194,0.008119314010432163,0.006226008352066354,0.006012422140868021,79.0,76.0,33.0,10.0
